STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,12/1/2015,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,12/3/2015,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,12/4/2015,20.6,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,12/5/2015,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,12/6/2015,6.6,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,12/7/2015,1.5,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,12/8/2015,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,12/9/2015,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,12/10/2015,15.2,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,12/11/2015,2.8,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,12/12/2015,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,12/13/2015,7.1,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,12/14/2015,14,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,12/15/2015,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,12/16/2015,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,12/17/2015,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,12/18/2015,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,12/19/2015,33,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,12/20/2015,8.4,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,12/21/2015,11.4,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,12/22/2015,12.7,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,12/23/2015,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,12/24/2015,2,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,12/25/2015,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,12/26/2015,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,12/27/2015,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,12/28/2015,0.5,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,12/30/2015,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,12/31/2015,0,"T,,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,1/1/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,1/3/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,1/4/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,1/5/2016,20.3,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,1/6/2016,11.7,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,1/7/2016,30.5,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,1/8/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,1/9/2016,4.1,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,1/10/2016,3,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,1/11/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,1/13/2016,11.7,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,1/14/2016,0.3,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,1/15/2016,16.3,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,1/16/2016,10.2,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,1/17/2016,5.8,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,1/18/2016,62.2,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,1/19/2016,11.2,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,1/20/2016,14.7,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,1/21/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,1/22/2016,6.4,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,1/23/2016,25.9,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,1/24/2016,1,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,1/25/2016,0.5,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,1/26/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,1/27/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,1/28/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,1/29/2016,5.8,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,1/30/2016,23.9,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,1/31/2016,1.3,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,2/1/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,2/2/2016,2.3,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,2/3/2016,0.5,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,2/4/2016,0.3,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,2/5/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,2/6/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,2/8/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,2/9/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,2/11/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,2/12/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,2/13/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,2/14/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,2/15/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,2/16/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,2/17/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,2/18/2016,20.3,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,2/19/2016,1.5,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,2/20/2016,6.1,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,2/21/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,2/22/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,2/23/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,2/25/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,2/26/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,2/27/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,2/28/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,2/29/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,3/1/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,3/2/2016,0,"T,,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,3/3/2016,2.3,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,3/4/2016,1.8,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,3/5/2016,31,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,3/6/2016,59.9,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,3/7/2016,34.8,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,3/9/2016,1,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,3/10/2016,3.8,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,3/11/2016,59.9,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,3/12/2016,10.7,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,3/13/2016,32,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,3/14/2016,8.4,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,3/15/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,3/16/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,3/17/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,3/18/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,3/19/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,3/20/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,3/21/2016,11.2,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,3/22/2016,12.4,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,3/23/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,3/25/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,3/26/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,3/27/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,3/28/2016,0.8,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,3/30/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,3/31/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,4/1/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,4/2/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,4/3/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,4/4/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,4/6/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,4/8/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,4/10/2016,0.8,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,4/11/2016,0.5,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,4/12/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,4/13/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,4/14/2016,3.8,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,4/15/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,4/16/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,4/17/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,4/18/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,4/19/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,4/20/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,4/21/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,4/22/2016,10.7,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,4/23/2016,9.9,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,4/24/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,4/25/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,4/26/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,4/27/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,4/28/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,4/29/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,4/30/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,5/1/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,5/2/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,5/3/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,5/4/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,5/5/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,5/6/2016,0.3,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,5/7/2016,3.3,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,5/8/2016,4.6,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,5/9/2016,0.3,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,5/10/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,5/11/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,5/12/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,5/13/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,5/14/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,5/15/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,5/17/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,5/18/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,5/19/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,5/20/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,5/21/2016,1,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,5/22/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,5/23/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,5/24/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,5/25/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,5/26/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,5/27/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,5/28/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,5/29/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,5/30/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,5/31/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,6/1/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,6/2/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,6/3/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,6/4/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,6/5/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,6/6/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,6/7/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,6/8/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,6/9/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,6/10/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,6/11/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,6/12/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,6/13/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,6/14/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,6/15/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,6/16/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,6/17/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,6/18/2016,7.1,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,6/19/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,6/21/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,6/22/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,6/23/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,6/24/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,6/25/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,6/26/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,6/27/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,6/30/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,7/1/2016,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,7/2/2016,0,",,N",0,",,N"
