STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,DAPR,DAPR_ATTRIBUTES,DASF,DASF_ATTRIBUTES,MDPR,MDPR_ATTRIBUTES,MDSF,MDSF_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,TOBS,TOBS_ATTRIBUTES
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,11/14/2015,,,,,,,,,0,",,7,0800",0,",,7",0,",,7",11.1,",,7",-5.6,",,7",2.2,",,7,0800"
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,11/15/2015,,,,,,,,,0,",,7,0800",0,",,7",0,",,7",15.6,",,7",-3.3,",,7",4.4,",,7,0800"
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,11/16/2015,,,,,,,,,6.6,",,7,0800",13,",,7",0,",,7",4.4,",,7",-3.9,",,7",-3.3,",,7,0800"
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,11/17/2015,,,,,,,,,0,",,7,0800",0,",,7",0,",,7",2.2,",,7",-7.2,",,7",-4.4,",,7,0800"
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,11/18/2015,,,,,,,,,0,",,7,0800",0,",,7",0,",,7",8.3,",,7",-5,",,7",-3.9,",,7,0800"
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,11/19/2015,,,,,,,,,0,",,7,0800",0,",,7",0,",,7",13.9,",,7",-5,",,7",-3.9,",,7,0800"
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,11/20/2015,,,,,,,,,0,",,7,0800",0,",,7",0,",,7",16.1,",,7",-3.9,",,7",-1.7,",,7,0800"
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,11/21/2015,,,,,,,,,0,",,7,0800",0,",,7",0,",,7",12.2,",,7",-1.7,",,7",4.4,",,7,0800"
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,11/22/2015,,,,,,,,,0,",,7,0800",0,",,7",0,",,7",11.7,",,7",-4.4,",,7",-2.8,",,7,0800"
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,11/23/2015,,,,,,,,,0,",,7,0800",0,",,7",0,",,7",12.8,",,7",-3.9,",,7",-2.8,",,7,0800"
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,11/24/2015,,,,,,,,,0,",,7,0800",0,",,7",0,",,7",13.9,",,7",-3.9,",,7",4.4,",,7,0800"
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,11/25/2015,,,,,,,,,16,",,7,0800",102,",,7",76,",,7",5,",,7",-8.9,",,7",-7.8,",,7,0800"
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,11/26/2015,,,,,,,,,0,",,7,0800",0,",,7",76,",,7",-1.1,",,7",-9.4,",,7",-5.6,",,7,0800"
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,11/27/2015,,,,,,,,,0,",,7,0800",0,",,7",76,",,7",-2.2,",,7",-12.2,",,7",-8.3,",,7,0800"
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,11/28/2015,,,,,,,,,0,",,7,0800",0,",,7",76,",,7",-1.7,",,7",-16.7,",,7",-15.6,",,7,0800"
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,11/29/2015,,,,,,,,,0,",,7,0800",0,",,7",51,",,7",-2.2,",,7",-17.2,",,7",-16.7,",,7,0800"
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,11/30/2015,,,,,,,,,0,",,7,0800",0,",,7",51,",,7",-0.6,",,7",-17.2,",,7",-12.2,",,7,0800"
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,12/1/2015,,,,,,,,,0,",,7,0800",0,",,7",25,",,7",-0.6,",,7",-12.2,",,7",,
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,12/2/2015,,,,,,,,,0,",,7,0800",0,",,7",0,",,7",6.7,",,7",-7.2,",,7",,
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,12/3/2015,,,,,,,,,0,",,7,0800",0,",,7",0,",,7",11.7,",,7",-3.3,",,7",-1.7,",,7,0800"
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,12/4/2015,,,,,,,,,16.3,",,7,0800",25,",,7",25,",,7",12.2,",,7",-1.7,",,7",0,",,7,0800"
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,12/5/2015,,,,,,,,,0,",,7,0800",0,",,7",0,",,7",4.4,",,7",-7.2,",,7",-2.2,",,7,0800"
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,12/6/2015,,,,,,,,,2,",,7,0800",13,",,7",25,",,7",7.2,",,7",-3.9,",,7",0.6,",,7,0800"
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,12/7/2015,,,,,,,,,0,",,7,0800",0,",,7",0,",,7",6.7,",,7",0.6,",,7",2.2,",,7,0800"
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,12/8/2015,,,,,,,,,0,",,7,0800",0,",,7",0,",,7",9.4,",,7",-2.2,",,7",-0.6,",,7,0800"
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,12/9/2015,,,,,,,,,0,",,7,0800",0,",,7",0,",,7",12.8,",,7",-2.2,",,7",6.1,",,7,0800"
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,12/10/2015,,,,,,,,,10.7,",,7,0800",0,",,7",0,",,7",9.4,",,7",1.7,",,7",6.7,",,7,0800"
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,12/11/2015,,,,,,,,,27.7,",,7,0800",165,",,7",152,",,7",7.2,",,7",-3.9,",,7",-0.6,",,7,0800"
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,12/12/2015,,,,,,,,,0,",,7,0800",0,",,7",76,",,7",4.4,",,7",-6.7,",,7",1.1,",,7,0800"
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,12/13/2015,,,,,,,,,9.9,",,7,0800",0,",,7",51,",,7",4.4,",,7",0.6,",,7",1.7,",,7,0800"
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,12/14/2015,,,,,,,,,13,",,7,0800",51,",,7",102,",,7",1.7,",,7",-8.3,",,7",-7.2,",,7,0800"
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,12/15/2015,,,,,,,,,0,",,7,0800",0,",,7",76,",,7",-0.6,",,7",-12.2,",,7",-10.6,",,7,0800"
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,12/16/2015,,,,,,,,,0,",,7,0800",0,",,7",76,",,7",-1.1,",,7",-13.3,",,7",-10,",,7,0800"
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,12/17/2015,,,,,,,,,0,",,7,0800",0,",,7",25,",,7",-0.6,",,7",-10,",,7",-3.3,",,7,0800"
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,12/18/2015,,,,,,,,,0,",,7,0800",0,",,7",0,",,7",4.4,",,7",-7.2,",,7",-6.1,",,7,0800"
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,12/19/2015,,,,,,,,,0,",,7,0800",0,",,7",0,",,7",2.8,",,7",-6.1,",,7",-2.8,",,7,0800"
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,12/20/2015,,,,,,,,,0,",,7,0800",0,",,7",0,",,7",3.3,",,7",-6.1,",,7",0.6,",,7,0800"
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,12/21/2015,,,,,,,,,1.3,",,7,0800",0,"T,,7",0,"T,,7",2.8,",,7",0,",,7",2.2,",,7,0800"
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,12/22/2015,,,,,,,,,20.3,",,7,0800",25,",,7",0,"T,,7",6.7,",,7",2.2,",,7",6.1,",,7,0800"
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,12/23/2015,,,,,,,,,0,"T,,7,0800",0,",,7",0,",,7",7.8,",,7",-3.3,",,7",-3.3,",,7,0800"
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,12/24/2015,,,,,,,,,6.1,",,7,0800",127,",,7",102,",,7",0,",,7",-3.3,",,7",-2.8,",,7,0800"
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,12/25/2015,,,,,,,,,0,",,7,0800",0,",,7",102,",,7",2.2,",,7",-11.1,",,7",-6.1,",,7,0800"
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,12/26/2015,,,,,,,,,0,",,7,0800",0,",,7",102,",,7",-1.1,",,7",-15,",,7",-6.7,",,7,0800"
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,12/27/2015,,,,,,,,,0,",,7,0800",0,",,7",76,",,7",-1.7,",,7",-14.4,",,7",-11.1,",,7,0800"
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,12/28/2015,,,,,,,,,0,"T,,7,0800",0,"T,,7",25,",,7",-1.7,",,7",-11.1,",,7",-5,",,7,0800"
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,12/29/2015,,,,,,,,,0,",,7,0800",0,",,7",0,",,7",-0.6,",,7",-10.6,",,7",-10,",,7,0800"
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,12/30/2015,,,,,,,,,0,"T,,7,0800",0,"T,,7",0,",,7",4.4,",,7",-11.1,",,7",-7.2,",,7,0800"
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,12/31/2015,,,,,,,,,0,",,7,0800",0,",,7",0,",,7",4.4,",,7",-8.3,",,7",-6.7,",,7,0800"
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,1/1/2016,,,,,,,,,0,",,7,0800",0,",,7",0,",,7",-1.1,",,7",-11.1,",,7",-8.9,",,7,0800"
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,1/2/2016,,,,,,,,,0,",,7,0800",0,",,7",0,",,7",-5,",,7",-18.3,",,7",-8.3,",,7,0800"
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,1/3/2016,,,,,,,,,0,",,7,0800",0,",,7",0,",,7",-1.1,",,7",-8.3,",,7",-1.7,",,7,0800"
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,1/4/2016,,,,,,,,,0,",,7,0800",0,",,7",25,",,7",2.2,",,7",-6.1,",,7",0,",,7,0800"
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,1/5/2016,,,,,,,,,0,"T,,7,0800",0,",,7",0,",,7",3.9,",,7",-2.8,",,7",0,",,7,0800"
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,1/6/2016,,,,,,,,,7.4,",,7,0800",25,",,7",25,",,7",3.3,",,7",-4.4,",,7",-2.8,",,7,0800"
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,1/7/2016,,,,,,,,,1.5,",,7,0800",13,",,7",25,",,7",1.7,",,7",-2.8,",,7",-2.2,",,7,0800"
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,1/8/2016,,,,,,,,,0,",,7,0800",0,",,7",25,",,7",3.9,",,7",-6.7,",,7",-4.4,",,7,0800"
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,1/9/2016,,,,,,,,,1.5,",,7,0800",13,",,7",25,",,7",3.3,",,7",-4.4,",,7",-2.2,",,7,0800"
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,1/10/2016,,,,,,,,,0,",,7,0800",0,",,7",25,",,7",5,",,7",-4.4,",,7",-1.1,",,7,0800"
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,1/11/2016,,,,,,,,,0,",,7,0800",0,",,7",25,",,7",3.9,",,7",-7.2,",,7",-6.1,",,7,0800"
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,1/12/2016,,,,,,,,,0,",,7,0800",0,",,7",0,",,7",8.3,",,7",-7.8,",,7",1.1,",,7,0800"
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,1/13/2016,,,,,,,,,6.1,",,7,0800",0,",,7",0,",,7",6.1,",,7",0,",,7",1.7,",,7,0800"
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,1/14/2016,,,,,,,,,10.7,",,7,0800",25,",,7",25,",,7",3.3,",,7",-7.8,",,7",-6.1,",,7,0800"
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,1/15/2016,,,,,,,,,18.8,",,7,0800",127,",,7",152,",,7",1.7,",,7",-6.1,",,7",-5.6,",,7,0800"
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,1/16/2016,,,,,,,,,0,"T,,7,0800",0,",,7",127,",,7",5,",,7",-5.6,",,7",-0.6,",,7,0800"
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,1/17/2016,,,,,,,,,0,"T,,7,0800",0,",,7",102,",,7",7.8,",,7",-3.3,",,7",0.6,",,7,0800"
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,1/18/2016,,,,,,,,,18.8,",,7,0800",0,",,7",51,",,7",8.9,",,7",0.6,",,7",2.8,",,7,0800"
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,1/19/2016,,,,,,,,,1,",,7,0800",0,",,7",25,",,7",7.8,",,7",0,",,7",0.6,",,7,0800"
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,1/20/2016,,,,,,,,,13,",,7,0800",0,"T,,7",25,",,7",7.2,",,7",-3.3,",,7",-2.8,",,7,0800"
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,1/21/2016,,,,,,,,,0,",,7,0800",0,",,7",0,",,7",10,",,7",-3.3,",,7",-2.2,",,7,0800"
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,1/22/2016,,,,,,,,,0,"T,,7,0800",0,",,7",0,",,7",13.3,",,7",-2.2,",,7",5,",,7,0800"
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,1/23/2016,,,,,,,,,14.2,",,7,0800",0,"T,,7",0,"T,,7",7.8,",,7",-0.6,",,7",1.1,",,7,0800"
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,1/24/2016,,,,,,,,,1.3,",,7,0800",0,"T,,7",0,"T,,7",5,",,7",-1.7,",,7",-0.6,",,7,0800"
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,1/25/2016,,,,,,,,,0,"T,,7,0800",0,"T,,7",0,"T,,7",3.9,",,7",-1.1,",,7",2.8,",,7,0800"
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,1/26/2016,,,,,,,,,0,",,7,0800",0,",,7",0,",,7",7.8,",,7",-4.4,",,7",-3.9,",,7,0800"
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,1/27/2016,,,,,,,,,0,",,7,0800",0,",,7",0,",,7",7.8,",,7",-3.9,",,7",-1.1,",,7,0800"
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,1/28/2016,,,,,,,,,0,",,7,0800",0,",,7",0,",,7",13.9,",,7",-4.4,",,7",-0.6,",,7,0800"
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,1/29/2016,,,,,,,,,1.3,",,7,0800",0,",,7",0,",,7",11.7,",,7",-0.6,",,7",6.1,",,7,0800"
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,1/30/2016,,,,,,,,,23.4,",,7,0800",0,",,7",0,",,7",8.9,",,7",-0.6,",,7",1.1,",,7,0800"
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,1/31/2016,,,,,,,,,8.1,",,7,0800",127,",,7",127,",,7",3.9,",,7",-3.3,",,7",-2.2,",,7,0800"
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,2/1/2016,,,,,,,,,0.3,",,7,0800",0,",,7",76,",,7",-1.1,",,7",-11.1,",,7",-6.1,",,7,0800"
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,2/2/2016,,,,,,,,,0,",,7,0800",0,",,7",51,",,7",0.6,",,7",-11.7,",,7",-6.7,",,7,0800"
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,2/3/2016,,,,,,,,,0,",,7,0800",0,",,7",25,",,7",0.6,",,7",-12.2,",,7",-7.2,",,7,0800"
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,2/4/2016,,,,,,,,,0,",,7,0800",0,",,7",0,",,7",3.9,",,7",-7.2,",,7",-3.9,",,7,0800"
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,2/5/2016,,,,,,,,,0,",,7,0800",0,",,7",0,",,7",6.7,",,7",-6.7,",,7",-6.1,",,7,0800"
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,2/6/2016,,,,,,,,,0,",,7,0800",0,",,7",0,",,7",7.8,",,7",-6.1,",,7",2.8,",,7,0800"
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,2/7/2016,,,,,,,,,0,",,7,0800",0,",,7",0,",,7",12.8,",,7",-6.1,",,7",4.4,",,7,0800"
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,2/8/2016,,,,,,,,,0,",,7,0800",0,",,7",0,",,7",12.2,",,7",1.1,",,7",8.9,",,7,0800"
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,2/9/2016,,,,,,,,,0,",,7,0800",0,",,7",0,",,7",12.8,",,7",-3.9,",,7",7.2,",,7,0800"
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,2/10/2016,,,,,,,,,0,",,7,0800",0,",,7",0,",,7",15.6,",,7",-3.9,",,7",-2.2,",,7,0800"
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,2/11/2016,,,,,,,,,0,",,7,0800",0,",,7",0,",,7",16.1,",,7",-2.2,",,7",-2.2,",,7,0800"
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,2/12/2016,,,,,,,,,0,",,7,0800",0,",,7",0,",,7",17.2,",,7",-4.4,",,7",-0.6,",,7,0800"
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,2/13/2016,,,,,,,,,0,",,7,0800",0,",,7",0,",,7",17.2,",,7",-5.6,",,7",-3.3,",,7,0800"
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,2/14/2016,,,,,,,,,0,",,7,0800",0,",,7",0,",,7",16.7,",,7",-3.9,",,7",6.7,",,7,0800"
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,2/15/2016,,,,,,,,,0,",,7,0800",0,",,7",0,",,7",14.4,",,7",-1.7,",,7",12.2,",,7,0800"
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,2/16/2016,,,,,,,,,0,",,7,0800",0,",,7",0,",,7",17.2,",,7",-3.3,",,7",-1.7,",,7,0800"
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,2/17/2016,,,,,,,,,0,",,7,0800",0,",,7",0,",,7",20,",,7",-1.7,",,7",10.6,",,7,0800"
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,2/18/2016,,,,,,,,,31.8,",,7,0800",267,",,7",254,",,7",15.6,",,7",-3.9,",,7",1.7,",,7,0800"
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,2/19/2016,,,,,,,,,0.5,",,7,0800",25,",,7",127,",,7",3.3,",,7",-3.9,",,7",2.8,",,7,0800"
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,2/20/2016,,,,,,,,,0,"T,,7,0800",0,",,7",25,",,7",6.1,",,7",-3.3,",,7",5.6,",,7,0800"
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,2/21/2016,,,,,,,,,0,",,7,0800",0,",,7",0,",,7",10.6,",,7",-6.1,",,7",1.7,",,7,0800"
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,2/22/2016,,,,,,,,,0,",,7,0800",0,",,7",0,",,7",13.3,",,7",-5,",,7",-3.3,",,7,0800"
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,2/23/2016,,,,,,,,,0,",,7,0800",0,",,7",0,",,7",12.2,",,7",-5.6,",,7",-3.3,",,7,0800"
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,2/24/2016,,,,,,,,,0,",,7,0800",0,",,7",0,",,7",11.7,",,7",-3.9,",,7",-1.1,",,7,0800"
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,2/25/2016,,,,,,,,,0,",,7,0800",0,",,7",0,",,7",15.6,",,7",-3.9,",,7",-1.1,",,7,0800"
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,2/26/2016,,,,,,,,,0,",,7,0800",0,",,7",0,",,7",18.3,",,7",-2.2,",,7",,
USC00047085,"PORTOLA, CA US",39.8053,-120.4719,1478.3,2/27/2016,,,,,,,,,0,",,7,0800",0,",,7",0,",,7",18.3,",,7",1.1,",,7",,
